target,f1,f2,f3,f4,f5,f6
0,106,286.4,-36.3,20,15.9,101.9
0,119.9,286.2,-59.3,67,24.8,142.1
34.3,126.7,464,-59.7,57,27.3,206.1
12.3,90.5,172.1,-43.1,36,18.3,93.1
33.8,47.9,32.3,-11.7,33,7.1,24.9
22.7,37.6,14,-6.1,31,4,10
45.9,91.2,379.8,-38.2,39,18,205.4
45.5,37.2,20.4,-5.9,9,4.3,16.1
32.8,112.2,790.5,-44.2,35,27.2,353.9
49.1,69,53.1,-23,73,10.7,34.6
18.6,167.8,1434.1,-93.3,66,44.9,553.7
0,179,1179.7,-57.5,37,31.5,291
38.4,81.5,128.4,-26.7,15,13.2,80.6
0,70.8,104.1,-20.5,19,12.2,51.7
18.7,41.5,23,-10.9,20,5.4,16.5
0,67.7,103,-34.1,44,10.6,65.5
0,141.5,1175.8,-70.5,174,28.4,462.3
42.3,96.6,212.9,-32.9,86,16.3,116.2
38.9,111.5,432.6,-31.7,15,19.6,188.5
21.9,56.6,76.5,-18.8,73,10.4,45.7
44.2,84.1,47.4,-26.3,27,13.1,27.1
0,128.4,735.6,-73.1,66,29.4,338
33.4,134.7,756.4,-41.7,43,26.4,321.7
37.9,138.3,915.4,-55.9,65,25.4,388.5
0,172.4,1953.4,-100.1,78,40.3,734.5
17.4,70.8,54.4,-20.5,10,7.9,29.2
15.5,117.3,735.3,-42.3,22,24.9,363
45.9,231.6,2804.8,-83.1,80,46.8,927.6
39,120.2,378.1,-4.7,33,16.6,111.1
39,141,1436.9,-61.5,153,30.8,605.7
26.3,92.6,368.9,-45,47,19.6,199.7
0,86.6,145.3,-34.9,7,13.1,73.2
27,206.7,2516.9,-152,72,54,887
0,100.3,394.1,-46.6,21,19.2,193.4
39.8,71.9,40.8,-22.7,71,10.1,24.9
43.1,99.3,267.9,-27.2,28,17.4,141.5
35.4,109.1,576.6,-45,138,21.7,290.4
42.7,93.2,317.3,-19.4,39,13.2,151.3
21.1,138.3,1410.6,-56.8,61,31.5,584.4
36.6,95.6,328.9,-35.4,77,17.6,192.2
0,203.3,1362.4,-62.9,102,35.9,492.2
46,92.1,375.6,-38.2,39,18,205.4
0,60.6,56.4,-22.5,17,9.8,37
24.2,23,0.5,-2.3,92,3.3,0.5
0,153.9,2235.7,-83,88,33.3,833.4
27,79.1,97.3,-19.4,39,15.4,58.7
25.6,135.3,519.6,-36.5,34,23.4,246.4
30.9,136.9,904.1,-60.3,51,25.4,388.5
39.8,101.7,325.7,-34.8,76,17.6,192.2
13,112.2,688,-51.5,143,24.7,337.3
38.6,102,341.7,-34.3,78,17.6,192.2
30.9,93,272.8,-29.6,96,15.8,140.3
47.2,93.1,289.5,-31.3,31,17.9,162.6
0,231.2,4185.2,-106.7,80,50.4,1314.1
28.6,204,1973.4,-47.3,73,40.3,674.6
0,295.7,6734.1,-3599.3,139,66.3,1734.5
0,155.1,2196.1,-85.5,38,30.8,744.3
46.6,116.1,489.9,-53.4,46,20.2,225.8
16.5,78.4,94.1,-30,98,13,49
0,105.3,394,-53.3,125,23.4,199.8
31.8,119.1,786.9,-64.4,38,27.2,353.9
42.3,86.2,134.7,-25.4,18,13.2,80.6
34.8,135.6,1178.5,-25.8,47,23.5,490.5
26.6,93.9,521,-31.8,29,18.8,259.9
0,107.3,356.3,-40.2,52,19.9,181.1
29,88.9,122.5,-27.5,92,13.6,61.9
40.8,89.1,207.5,-35.1,100,16.3,116.2
30.7,59,99.4,-35.8,24,10.9,68.9
25.6,130.5,531,-19.3,83,22.4,219.2
25.3,51.9,34.6,-8.2,49,5.1,13.2
32.8,185.8,1609.2,-36.9,85,38.8,629
29.7,145.9,504.4,-37.3,42,23.4,246.4
34.6,98.9,170.1,-37.7,80,17.2,97.3
44.1,97.1,275.6,-28.6,22,19.4,152.1
0,115.1,880.1,-64.4,50,27.5,470.8
37.1,69.5,86.8,-26,20,10.2,51.6
48.6,140.3,788.5,-71.6,74,32,346.6
32.2,161,1223.7,-52.2,63,27.1,442.6
11.3,61,49.1,-14,21,8.5,34.3
41.1,88.9,205.9,-35.2,92,16.3,116.2
0,345.1,12428.6,-170.5,156,72.1,2883.3
0,48.1,48.1,-14.9,15,7.5,36.7
25.6,248.3,2683.3,-83,112,53.7,835
0,119.7,1111.6,-61.9,30,24.5,433.5
34.9,97.9,331.1,-36,85,17.6,192.2
0,106.7,151.6,-43.9,15,17.5,76.9
32.5,81.7,102.4,-28.4,94,13,49
30.6,140.5,1395.6,-52.4,34,31.5,584.4
41.4,105,176.4,-38.5,82,17.2,97.3
41.2,44.4,27.8,-14.2,44,6.7,22.4
0,119.3,721.8,-60.4,38,27.2,329.6
26.9,126.4,906.8,-54.6,53,25.4,388.5
17.7,58.1,42.4,-15.2,126,8.8,31.8
48.3,76.5,68,-20.6,12,11.9,39.5
0,69.1,136.5,-28,19,11.9,84.6
40,165.1,1956.4,-86.6,59,39,745.9
20.8,40.2,21.9,-10.3,20,5.4,16.5
28.7,124.8,1133.9,-33.4,39,23.5,490.5
38.1,87.8,503.9,1,24,18.8,259.9
34,104.6,269.7,-42,51,21.4,146.9
0,75.6,76.3,-13.5,15,13,51.9
46.3,96.8,301.6,-32.2,125,17.1,174.7
0,44.5,14,-11.1,8,6.1,10.1
47.9,122.7,715.6,-57.3,28,26.2,321.1
39.6,88.3,114.3,-31.8,47,15.6,65.4
0,212.5,2783.6,-104.2,74,46.1,955.1
33.5,175.8,1108.1,-43.7,37,32.2,461.9
35.6,94.4,332.7,-36.4,87,17.6,192.2
0,36.2,24,-9.8,7,5.6,18.3
0,131.8,963.9,-62.4,99,26.6,389.1
24.4,117.6,437.1,-40.8,57,22.3,205.9
0,110.1,301.5,-32.7,33,20.8,136.2
37.6,124,1018.6,-48.7,57,32.2,461.9
42.2,165.8,1432.2,-73.4,177,36.2,584.7
36.2,104.9,389.6,-41,25,19.3,211.8
27.8,64.1,102.4,-27.4,13,10.9,68.9
13.6,105.2,684.9,-55.5,150,24.7,337.3
37.5,157.9,1942,-97.6,66,39,745.9
20.3,53.4,29.7,-11.4,36,6.7,22.4
14.8,90.2,174.9,-42.1,32,18.3,93.1
20,61.6,73.7,-16.1,48,9.3,54.5
18.6,75.3,91.9,-31.2,21,13.8,55.4
40.6,243.2,4881.2,-132,49,48.3,1550.5
0,134.6,1280.1,-55.8,55,30.2,531.6
39.3,91.9,522.3,-42.1,30,18.8,259.9
32.5,72.1,158.3,-26.9,68,13.4,97
0,261.8,6597.5,-207.5,108,71.5,2063.5
32.2,122.6,785.3,-54.6,45,27.2,353.9
34.9,137.6,1419.4,-61.6,191,30.8,605.7
0,96.9,147.9,-54.9,131,17.9,81.5
0,106,383,-47.6,39,20.4,187.4
28.3,39.4,19.3,-11.5,8,6.3,16.6
28.2,120,611.1,-52.8,38,24.7,275.4
20.6,50,42.3,-10.8,9,7.9,31.7
44.9,91,115.5,-30.8,40,15.6,65.4
47.3,122.3,530.7,-42.3,97,20.9,253.4
27,33,12.7,-6.6,32,4,10
0,44.7,13.7,-13.5,14,6.8,8.7
39.8,92.4,117.2,-30,38,15.6,65.4
0,142.7,702.8,-73.6,36,28.4,321.8
0,71.4,51.8,-12.8,28,8.3,22.6
0,130.1,1236.9,-84.1,58,28.1,491.5
33.5,85.4,254.8,-32.2,36,15.7,151.9
0,208.6,2246.1,-97.2,48,43.3,821.8
9.7,58.4,47.6,-14.3,20,8.5,34.3
18.9,39.4,14.7,-9.8,42,5.2,13.3
33.5,241.9,2801.2,-129,72,54,887
34.2,167.5,1443.9,-37.2,49,31.5,584.4
41.4,53.4,43.9,-19.8,22,8.5,34.3
0,75,208.7,-29.5,8,14.4,115.8
39.6,133.9,602.4,-31.6,59,22.3,282.2
0,186,1311.6,-105.9,9,26,298.3
38.5,92.5,106.5,8.5,27,14.9,54.9
38.3,251.7,2739.7,-94,106,53.7,835
0,84.9,142.3,-36.5,54,13.5,73.2
0,113.3,373.2,-38,52,19.9,175.2
41.5,124.3,797.2,-58.1,55,27.2,353.9
29.5,90.1,390.5,5.1,13,19.6,188.5
0,78.2,107.3,-32.1,16,12.6,65.3
40.8,103,178.9,-37,77,17.2,97.3
0,107.7,525.7,-64,84,22.5,274.7
34.6,82.9,211.7,-28.3,77,14.5,115.6
0,74.7,73.4,-24.4,28,10.6,48.3
48.2,84.6,116.2,-25.7,87,12.8,69.3
0,133.5,947.7,-62,182,28.3,379.8
44.9,87.2,377.8,-39.4,46,18,205.4
31.5,49,28.5,-12.8,52,6.7,22.4
34.9,109.4,866.2,-24.3,24,22,345
0,127.8,639.4,-54.2,57,25,282.7
37.4,186.1,1618.8,-110,91,38.8,629
32.6,103.3,844.6,-23.2,21,22,345
15.8,39.2,21.6,-11.5,20,5.4,16.5
25.4,112.9,1126,-31.4,45,23.5,490.5
16.5,24.9,0.6,-3.7,92,3.3,0.5
0,74.8,118.6,-37.5,85,13.2,73
40.2,59.6,110.3,-19.2,26,10.2,76.4
44,99.1,275.6,-29,34,19.4,152.1
45.4,75.1,74.9,-14.7,160,10.9,48.6
0,112.6,510.3,-55.2,88,16.4,205.4
35.4,118.1,500.8,-27.6,77,22.4,219.2
34.9,185.1,1598.6,-102,84,38.8,629
48.6,136.9,530.1,-59,52,28.8,233.4
45.5,92.9,379.2,-38.2,40,18,205.4
30.5,95.3,398.7,-29,11,19.6,188.5
0,367.2,13508,-242.5,134,97.1,3156
34.3,137.6,827.2,-51.3,47,27.2,353.9
31.1,96.7,175.8,-39.1,74,17.2,97.3
0,115.1,648.6,-54.1,200,24.9,298.3
18.4,115.1,1149.7,-51.9,44,23.5,490.5
0,38.9,8.9,-7.1,1,5.8,7.5
48.7,88,287.6,-36.3,44,17.9,162.6
27.7,47.6,40.5,-7.3,17,7.9,31.7
30.5,197.3,2517.2,-132,76,54,887
33.3,80.4,96.7,-24.4,27,12.3,62.1
28.7,93.9,531.5,-27.3,12,18.8,259.9
46.6,77.2,94.5,-18.3,73,10.7,51.7
0,189.1,3186.4,-112.8,80,53.9,1142
37.4,127.9,496.2,-50,30,21.5,218.8
0,116.5,602.3,-37.4,35,24,297.6
23.5,104.7,379.1,-41.3,131,20.5,175.1
0,104.2,503.9,-36.4,27,19.4,186.7
27.4,69.6,52.6,-21.4,59,10.7,34.6
0,97,299,-46.1,64,17.4,163.2
0,81,139.6,-24.2,35,17.8,81.2
46.2,48.7,30,-12.7,42,6.7,22.4
0,104,549.4,-53.6,45,21.2,259.7
38.5,98.7,285.7,-28.2,105,15.8,140.3
45.3,71.4,140.7,-23.3,86,12,80.9
47.1,210.5,2792.6,-102.2,71,46.8,927.6
31.4,65.8,51.4,-21.9,49,10.7,34.6
35.3,95.6,207.6,-33.9,76,16.3,116.2
26.7,33.1,13.6,-2.4,0,4,10
25.1,149.1,666.1,-24.9,52,22.3,205.9
0,74.7,224.9,-38,13,13.3,125.6
47,98.3,352.6,-43.3,119,20.8,169.1
26.8,237.8,2608.1,-135,73,54,887
15,106.5,687.9,-43.4,148,24.7,337.3
0,78.3,172.8,-49.2,11,13.2,85
0,105.3,161.7,-43.6,127,16.6,77
44.9,97.1,305.5,-31.4,120,17.1,174.7
49.3,95.6,305.3,-30.9,91,17.1,174.7
41.3,106.5,514.6,-44.1,107,20.9,253.4
30.4,121.3,606.4,-60.1,31,24.7,275.4
44,94.4,533.9,-20.6,32,18.8,259.9
23.5,71.9,139.6,-23.6,85,12,80.9
12.1,52.3,42.3,-13.9,14,8.8,29.2
0,92.5,257.2,-36.6,19,16.6,140.8
0,215.8,2843.9,-146.5,51,51.3,969.6
20.3,39,21.2,-8.8,22,5.4,16.5
45,98.5,171,-38.6,75,17.2,97.3
38.3,149,1405.1,-42.1,52,31.5,584.4
27.4,74.6,146.9,-25.8,69,13.4,97
34.2,184.9,1626.2,-98.6,83,38.8,629
43.3,160.9,1119.3,-62.7,41,32.2,461.9
17.2,37.8,21.3,-10.7,23,5.4,16.5
0,72.9,123.8,-26.4,27,12.3,72.5
28.2,93.5,274.3,-29.1,93,15.8,140.3
39,94.2,309.2,-18.9,25,15.6,136.4
0,96,585.6,-58.7,112,20.9,296.8
31.7,86.4,120.4,-27.6,90,13.6,61.9
0,155,1103.3,-91.3,179,32.9,406.3
33.3,258.1,3289,-99.3,78,54,887
0,135.8,145.6,-45.8,148,23.1,69.7
41.7,218.5,5155.7,-116.3,145,54,1806.7
36.6,72.5,155.2,-26.5,64,13.4,97
32.4,150,821.6,-20,67,22.3,205.9
19.8,39,14.5,-9.9,42,5.2,13.3
0,108.5,497.4,-55.3,80,20.7,238.6
45.6,89.2,383.9,-38.7,51,18,205.4
44,90.4,517.4,-12.8,22,18.8,259.9
21.7,39.4,14.5,-9.6,41,5.2,13.3
0,126,952.2,-65.1,267,27.6,415.7
0,134.6,742.9,-106,61,32.3,313.5
28.9,110.7,377.3,-38.4,99,20.5,175.1
48.1,87,291.9,-33.8,122,17.1,174.7
0,125.7,580.8,-61.1,38,23.1,260.6
36.1,91.6,261.6,-33.4,24,17.4,141.5
34.1,110.6,777.7,-54.5,39,27.2,353.9
37.1,89,122.4,-28,89,13.6,61.9
34.8,137,1419.6,-61.9,179,30.8,605.7
0,96.1,466.8,-31.8,36,20.2,231.9
0,85.2,156.9,-29.5,102,13.8,93.4
0,396.8,12823,-217.1,188,98.1,3130.7
20,125,182.5,-32.2,49,15,51.9
32.4,181.2,1610.7,-102,96,38.8,629
0,96.3,471.3,-27,112,20.8,239.2
25.2,246.8,4696,-128,46,48.3,1550.5
0,149.1,1123.5,-34.2,54,32.9,511.7
13.4,113.9,674.8,-53.1,142,24.7,337.3
45.2,22.9,0.6,-6.6,96,3.3,0.5
36.7,117.7,308.9,-5.9,32,16.6,111.1
0,106.2,378.2,-58.8,16,19,187
0,58.7,51.5,-22.8,8,9.9,32.1
0,84.6,114.6,-41.1,61,12.7,65.3
45.7,126.8,566.4,-42.1,29,21.5,239.4
26,250.3,2653.1,-102,108,53.7,835
28.4,91.2,253.3,-8,16,16.6,111.1
38.9,79.9,128.8,-26,24,13.2,80.6
15.8,41.3,21.7,-9.7,20,5.4,16.5
28.4,90.8,519.8,-34.1,24,18.8,259.9
25.1,25.3,0.5,-4.5,96,3.3,0.5
37.3,49.6,37.1,-23.4,11,7.9,29.2
0,72.3,149.2,-32,43,14.5,80.7
0,49.7,19.6,-16.2,12,7.8,14.9
0,147.7,1024.9,-74.2,54,30.8,424.8
0,97.9,380.8,-56.5,22,21.2,212.2
0,68.1,172.8,-32.1,70,12.5,106.2
44.6,79.1,88.3,-14.8,21,10.2,51.6
0,97.9,172.8,-54,97,18.2,89.2
0,92.8,483.2,-37.2,23,19,259.6
0,159.5,2368,-114.4,450,38.4,912.3
39.4,109.4,574,-40.9,49,22.3,282.2
0,138.8,1125.1,-82.1,221,27.9,481.3
31.5,235.5,2723.4,-127,85,54,887
0,104.9,368.7,-50.8,61,20.9,187.4
0,60.3,38.4,-16.6,13,8.9,24.6
32.5,183,2021,-88.3,55,39,745.9
0,71.6,94.4,-34.5,16,13.8,55.4
49.3,232.6,2798.8,-96.8,70,46.8,927.6
27.3,148.2,925.8,-55.9,43,25.4,388.5
0,76,131.5,-43.6,11,13.9,80.8
20.4,51,42.2,-11.5,11,7.9,31.7
0,126.8,813.3,-63.9,51,29.4,406
18.3,72.2,54.4,-15.5,16,7.9,29.2
34.3,207.5,1897.6,-73.4,75,40.3,674.6
19.8,25.9,0.6,-4.3,92,3.3,0.5
26.9,219.9,2440,-109,84,53.7,835
10.7,23.9,0.5,-6.1,6,3.3,0.5
22.1,219.6,4110.4,-75.5,69,47.3,1412.5
0,107.1,138.8,-38.1,38,18.4,73.4
0,65.4,85.9,-28,17,11.6,49
26,161.3,1154.2,-41.7,61,27.1,442.6
41.4,57.1,109.8,-21,22,10.2,76.4
0,181.1,1487,-72.5,146,34.1,552.9
21.5,76.4,90.5,-29.3,16,13.8,55.4
35,92.4,275.7,-32.1,24,19.4,152.1
0,80.5,117.4,-16.9,16,14,73.2
33.5,50.7,31,-7.9,37,5.1,13.2
44.9,118.5,574.1,-32.7,66,22.4,219.2
37.8,85.4,303.2,-20.5,34,13.2,151.3
19.2,120.1,345.3,-8.2,30,23.4,158.1
23.4,85.5,269.7,-29,35,15.6,136.4
27.6,227.8,2468,-125,102,53.7,835
0,121.4,629.7,-67.9,85,27.2,282.8
48,116.1,747.2,-52.7,42,26.4,321.7
43.4,95.6,365.1,-38.3,33,19.6,199.7
40.4,59.2,70.7,-16.6,48,9.3,54.5
47.9,83.9,99.2,-27.3,27,13.8,55.4
16.4,50.2,35,-8,47,5.1,13.2
41.9,93.8,343.6,-46.2,130,20.8,169.1
32.8,131.6,604.5,-50.8,36,24.7,275.4
46.9,79.3,47.4,-27.3,36,13.1,27.1
34.9,25,0.6,-2.4,6,3.3,0.5
23.9,153.9,805,-27.1,58,22.3,205.9
29.5,138.8,757.9,-37.5,33,24.9,363
35.6,239.6,4708.1,-114,38,48.3,1550.5
29,121.2,1146.4,-26.5,43,23.5,490.5
46.5,94.9,268.6,-18.4,27,16.6,141.4
0,83.8,160.5,-38.6,8,16.9,89.2
47.5,129.1,725,-53.7,47,26.2,321.1
49.6,77.2,93.5,-13.5,27,10.2,51.6
10,24.7,0.5,-7.3,8,3.3,0.5
42.1,82.1,166.1,-27.4,71,14.2,84.4
22.6,47.4,38.5,-13.4,18,7.9,31.7
27.9,68.6,52.5,-21.6,61,10.7,34.6
18.9,68.9,132.8,-15,18,9.6,80.4
0,158.5,2511.6,-78.3,105,38.7,1038.3
19.2,189,1529.1,-94.8,80,44.9,553.7
41.6,220.4,5159.2,-115.3,145,54,1806.7
0,63.1,135.6,-29,22,12.2,92.7
16.5,80.8,94.8,-29.3,98,13,49
34.1,86.1,136,-28.7,16,14.8,72.9
0,88.1,92.7,-18,279,15.2,42.9
0,116.2,562.9,-50.2,48,22.7,246.1
0,130.2,1041.5,-71.5,85,30.9,443.1
24.8,73.1,92.5,-31,18,13.8,55.4
41.9,59.5,114,-19,19,10.2,76.4
48.5,94,270.4,-22.2,27,16.6,141.4
47.7,113,516.6,-48.3,17,21.6,267.7
26.6,138.8,1409.8,-52.4,33,31.5,584.4
0,50.9,34.5,-13.5,9,8.1,24.7
47.8,128.5,617.9,-21,73,22.3,282.2
0,134.4,983.7,-64.5,76,27.4,424.5
0,140.3,924.3,-59.1,72,29,379.6
25.1,123.5,1126.8,-32.5,40,23.5,490.5
0,111.7,1252.1,-44.5,77,24.7,583
22.7,162.9,1604.9,-76.7,76,35.2,674.4
10.8,59.7,51.5,-11.3,19,8.5,34.3
0,137.6,1595.1,-60.3,65,32.1,673.5
27,167.5,1173.2,-45.2,62,27.1,442.6
35.1,148.7,1408.5,-49.4,64,31.5,584.4
45.9,136.3,574.7,-32.6,65,22.4,219.2
43.4,75.9,159.1,-28.1,76,13.4,97
45.8,74.6,86.2,-18.7,69,10.7,51.7
34.3,184.8,1610.8,-93.2,86,38.8,629
20.9,51.4,34.5,-8.1,50,5.1,13.2
0,104.2,398.5,-46.9,180,20.7,193.5
15.7,43.6,22.5,-10,22,5.4,16.5
0,136.7,681.3,-44.2,72,23.8,260.9
25.2,105.3,379.3,-42.3,116,20.5,175.1
22,104,384,-41.4,121,20.5,175.1
26.1,84.5,253.7,-32.6,23,15.7,151.9
0,51.4,19,-17.2,8,7.6,16.6
16.2,118.9,739.7,-47.7,27,24.9,363
20,202.3,1541.5,-97.3,94,44.9,553.7
0,93,163.6,-37.7,66,15.4,88.9
0,164.8,4440.2,-83.8,70,38.4,1566.2
42.4,82.3,162.2,-28.9,88,14.2,84.4
0,110.9,383.1,-65.4,38,23.3,199.8
41.8,224.8,5172.7,-122.3,139,54,1806.7
11.4,23.6,0.5,-4.6,8,3.3,0.5
0,99.1,259.5,-30.9,50,18.5,152.2
10.5,54,49,-12.2,22,8.5,34.3
37.5,110.5,865.1,-37.9,28,22,345
0,106.4,127.6,-31.7,25,13.5,58.5
0,153.1,1625.9,-100.4,73,41.1,607.5
43.4,240.2,2678.6,-124,91,54,887
35.1,99.1,262.2,-33.6,25,17.4,141.5
18.1,66.4,53.3,-19.4,16,7.9,29.2
22.6,57.7,75.2,-18.7,75,10.4,45.7
48,65.7,40.7,-19.2,50,10.1,27
17.9,128.5,384.6,-23.8,34,23.4,158.1
0,43.7,30.5,-13.8,41,7.1,24.9
38.8,66.1,40.8,-23.8,70,10.1,24.9
34.4,115,410.7,-19.7,34,16.6,141.4
26,85.9,252.2,-31.8,24,15.7,151.9
43.1,68.8,92,-29.8,25,13.8,55.4
0,174.8,2061.8,-64.8,97,39,757.5
0,85.9,102.7,-22.1,30,11.8,49.2
0,88,152.4,-33.8,68,15.2,81.2
30.3,165.5,1641.2,-76.8,67,35.2,674.4
17,41.7,22.4,-11,19,5.4,16.5
29.3,122.2,488,75.1,33,16.6,141.4
0,66.6,77.4,-24.9,10,11.4,52
30.1,140,496.3,-8.3,57,22.3,205.9
0,66.8,52.2,-6.2,7,8.1,29.4
21.5,56.6,75.8,-18.7,75,10.4,45.7
0,102.2,216.1,-43.2,39,19.5,116.4
42.5,87.2,107.8,-31.1,34,15.6,65.4
22.3,48.2,29.8,-11.4,8,7.1,24.9
32.1,93.6,166.5,-39,86,17.2,97.3
42.7,231,5201.4,-112.8,120,54,1806.7
37.3,63.1,78.2,-17.3,63,10.4,45.7
0,282.3,5369.5,-138.2,67,53.2,1098
14.6,41,22.4,-11.2,20,5.4,16.5
0,103,150,-26.1,40,15.5,65.9
0,131.9,1166.1,-79,185,31.9,511.3
28.2,78.5,116.8,-25.9,85,12.8,69.3
23.3,25.9,0.7,-4.8,96,3.3,0.5
49.2,70.7,65.3,-16.7,35,9.5,42.7
47.4,38.1,22.3,-5.6,3,4.3,16.1
32.7,142.4,1417.9,-60.7,179,30.8,605.7
25.5,162.8,1174.5,-51.9,55,27.1,442.6
0,177.4,1974.1,-80.2,90,33.4,698.2
46.7,139.4,526.2,-59.6,55,28.8,233.4
0,92.3,240.3,-51.4,19,16,102.2
19.6,185.7,1491.6,-90.8,77,44.9,553.7
0,97.2,209.7,-41.7,89,18.8,106.9
47.3,98.4,440.4,-23,45,15.9,218.1
49.8,118.6,592.7,-23.8,73,22.3,282.2
0,223,4928.1,-151.3,108,53.1,1569.3
27.4,120.6,479.3,-48.5,17,21.5,218.8
0,210.2,2213.3,-82.1,287,40.2,686.6
37.8,70.1,40.7,-23.1,70,10.1,24.9
0,83.9,205.2,-44.5,40,17.4,116.4
47.3,78.6,100.7,-23.8,29,12.3,62.1
34,123.6,492.7,-60.8,28,21.5,218.8
40.4,60.9,110.8,-19.1,20,10.2,76.4
0,163.5,2075.6,-107.3,87,38.7,821.1
40.8,228.2,5191.1,-116.2,127,54,1806.7
44.2,185.5,2022.1,-76,48,39,745.9
30.2,55.5,32.4,-10.7,39,7.1,24.9
44.3,134.3,523,-61.3,53,28.8,233.4
36.2,241.6,2755,-143,80,54,887
42.5,95.2,332.8,-35,97,17.6,192.2
0,56.5,88,-20.7,15,10,65.3
26.5,70.2,141.8,-24.5,84,12,80.9
28.8,88.9,274.4,-29.4,71,15.8,140.3
34.6,80.9,211,-28.9,77,14.5,115.6
0,194.1,1826.3,-54.8,103,34.1,532.7
0,143.7,1267,-48.2,102,29.1,491.5
16.4,38.4,21.4,-11.3,22,5.4,16.5
28.4,48.7,31.6,-11.2,29,7.1,24.9
47.7,53.8,47,-11.2,12,7.9,31.7
17.7,113.7,676.8,-53.8,134,24.7,337.3
0,96.4,352.7,-42.9,20,16.6,199.3
34.3,46.9,31.1,-12.3,38,7.1,24.9
6.9,24.9,0.5,-3.5,8,3.3,0.5
0,112.9,752.8,-59.2,48,24.9,362.7
41.5,103.4,389.1,-39.9,27,19.3,211.8
0,188.6,1841.2,-70,229,43.9,699.1
0,98.4,316.2,-56.5,47,20.1,164.1
13.7,25,0.5,-5.5,6,3.3,0.5
18.7,37.8,13.9,-9.8,37,5.2,13.3
0,208.1,4932,-115.6,88,47.7,1675.5
0,59.9,41.9,-15.8,121,8.8,31.8
35.1,132.5,461.4,-55.7,66,27.3,206.1
43.3,57.7,110.3,-19.8,23,10.2,76.4
0,126.6,709.3,-54.1,43,24.4,346.1
34.3,134.3,609.4,-51.3,39,24.7,275.4
32.1,46.2,20.1,-9.6,5,6.3,16.6
42.1,87.8,206,-35.1,94,16.3,116.2
38,135.7,466.3,-58.2,61,27.3,206.1
0,65.2,91.1,-25.6,14,10.4,52.3
0,108.3,407.2,-34.4,44,18.2,175.3
42.2,78.9,101.9,-23.8,15,12.3,62.1
34.9,124,791.1,-55.6,49,27.2,353.9
0,161.7,1237,-69.7,59,31.3,406.7
0,97.3,187.6,-30.4,77,15.7,65.7
24.8,24.2,0.5,-3.9,96,3.3,0.5
24.1,226.3,4688.1,-136,77,48.3,1550.5
0,98.2,300.6,-54.2,13,19.8,141.8
46.7,97.4,298.7,-31.7,110,17.1,174.7
28.2,97.7,254.6,-1.7,16,16.6,111.1
41.5,266.9,2840.1,-124,83,54,887
31.9,123.7,784,-41.9,38,27.2,353.9
0,119.5,1173.9,-54.5,313,23.7,452.4
19.1,57.2,41.3,-14.9,116,8.8,31.8
47.6,91.7,378.8,-38.3,40,18,205.4
43.6,116.4,535.6,-43.7,106,20.9,253.4
28.7,138.7,1409.1,-48.8,47,31.5,584.4
34.5,187.2,1615.4,-86.6,90,38.8,629
0,71,98.7,-13.5,19,11.8,58.3
19.8,47,41.7,-19.6,9,7.9,31.7
11.2,56.8,47.3,-12.8,20,8.5,34.3
43.4,100.7,346.8,-44.2,134,20.8,169.1
38.9,184.8,1603.7,-89.5,207,38.8,629
13.2,112.8,690.2,-52,147,24.7,337.3
0,266.7,7902.6,-184.9,97,58.8,2312.8
27.1,73,141.2,-23.1,73,12,80.9
19.7,129.7,410.1,-22.1,50,23.4,158.1
0,64.5,67.4,-24.6,51,12,42.6
24.2,221.7,4096.8,-99.5,64,47.3,1412.5
44.3,71.1,84.5,-18.6,74,10.7,51.7
32.5,154.2,1095.2,-63.2,34,32.2,461.9
16.5,40,21.7,-10.6,19,5.4,16.5
29.6,42.8,19.1,-10.5,5,6.3,16.6
0,92,133,-40.6,22,16,80.5
28.4,89.6,473.3,-40.5,28,21.6,267.7
21.8,74.2,95.8,-24.2,14,12.3,62.1
23.1,66.3,50,-22.1,71,10.7,34.6
31.6,39.9,14.1,-9.4,38,5.2,13.3
49.4,54.7,46.8,-17.5,17,8.5,34.3
13.8,112,683.5,-52.6,147,24.7,337.3
38.1,56.6,71,-17.8,50,9.3,54.5
19.7,208.7,1520.2,-85.9,94,44.9,553.7
32,119.2,503.7,-39.9,37,21.5,218.8
48.1,93.5,301.8,-34.3,120,17.1,174.7
46,112.5,303.1,-18.4,40,16.6,141.4
24,58,34.9,-7.2,49,5.1,13.2
47.4,88.4,494.4,3.7,34,18.8,259.9
43.5,43.6,13.5,-8.2,10,5.1,10.2
48.5,47.8,27.3,-13.1,52,6.7,22.4
46.4,90.7,378.1,-38.4,40,18,205.4
40.4,58.9,110.5,-19.2,22,10.2,76.4
37.1,84.8,119.6,-24.4,78,12.8,69.3
21.3,57.2,75.7,-18.9,77,10.4,45.7
0,244.8,4445.9,-143.7,84,42.9,1039.9
34.8,127.8,798.3,-60.1,70,27.2,353.9
35.5,73.4,77.2,-16.5,20,11.1,45.3
24.7,53,42,-13.1,20,8.8,29.2
0,79.7,91,-9.7,23,12.3,49.1
39.7,101.8,223.7,-28.7,33,18.2,121.2
21.8,156.2,1611.9,-77.7,77,35.2,674.4
39.8,87.3,113,-30.9,29,15.6,65.4
0,65.6,43.2,-10.6,36,10.4,31.6
15.8,39.3,22,-11.6,20,5.4,16.5
41,100.3,351.5,-44.2,124,20.8,169.1
